"tty","label"
"BN","Nabumetone"
"BN","Nadolol"
"BN","Nandrolone"
"BN","Naproxen"
"BN","Naratriptan"
"BN","Nateglinide"
"BN","Nebivolol"
"BN","Nelarabine"
"BN","Nepafenac"
"BN","Nevirapine"
"BN","NiMODipine"
"BN","Nicotine"
"BN","Nicotinic Acid"
"BN","Nifedipine"
"BN","Nilutamide"
"BN","Nisoldipine"
"BN","Nitazoxanide"
"BN","Nitisinone"
"BN","Nitrofurantoin"
"BN","Nitrofurantoin Macrocrystals"
"BN","Nitroglycerin"
"BN","Nizatidine"
"BN","Norepinephrine"
"BN","Norethindrone"
"BN","Nortriptyline"
"BN","Nystatin"
"BN","Nystatin Vaginal"
"BN","Oestradiol"
"BN","Ofloxacin"
"BN","Olanzapine"
"BN","Omega-3"
"BN","Omeprazole"
"BN","Orlistat"
"BN","Oxaliplatin"
"BN","Oxaprozin"
"BN","Oxazepam"
"BN","Oxcarbazepine"
"BN","Oxymetazoline"
"BN","Oxytocin"
"BN","PEG3350"
"BN","Paclitaxel"
"BN","Pantoprazole"
"BN","Paricalcitol"
"BN","Pazopanib"
"BN","Pemetrexed"
"BN","Penciclovir"
"BN","Penicillamine"
"BN","Pentamidine"
"BN","Pentostatin"
"BN","Pentoxifylline ER"
"BN","Pentoxyfylline"
"BN","Permethrin"
"BN","Perphenazine"
"BN","Peruvian Balsam"
"BN","Phentermine"
"BN","Phenytoin"
"BN","Phytonadione"
"BN","Pilocarpine"
"BN","Pimecrolimus"
"BN","Pimozide"
"BN","Pindolol"
"BN","Pirfenidone"
"BN","Piroxicam"
"BN","Pitavastatin"
"BN","Plerixafor"
"BN","Polyethylene Glycol 3350"
"BN","Posaconazole"
"BN","Povidone-Iodine"
"BN","Pralatrexate"
"BN","Praziquantel"
"BN","PredniSONE"
"BN","Prednicarbate"
"BN","PrednisoLONE"
"BN","Pretomanid"
"BN","Primidone"
"BN","Prochlorperazine"
"BN","Progesterone"
"BN","Propafenone"
"BN","Propofol"
"BN","Propylthiouracil"
"BN","Pyrazinamide"
"BN","Pyridoxine"
"BN","Pyrimethamine"
"BN","Quazepam"
"BN","Raloxifene"
"BN","Ramelteon"
"BN","Ramipril"
"BN","Ranolazine"
"BN","Rasagiline"
"BN","Regadenoson"
"BN","Remdesivir"
"BN","Remifentanil"
"BN","Repaglinide"
"BN","Reserpine"
"BN","Retinol"
"BN","Ribavirin"
"BN","Rifabutin"
"BN","Rifampin"
"BN","Riluzole"
"BN","RisperiDONE"
"BN","Ritonavir"
"BN","Rivastigmine"
"BN","Roflumilast"
"BN","RomiDEPsin"
"BN","Scopolamine"
"BN","Sertraline"
"BN","Sevoflurane"
"BN","Sildenafil"
"BN","Silodosin"
"BN","Silver SulfADIAZINE"
"BN","Simvastatin"
"BN","Sincalide"
"BN","Sirolimus"
"BN","Sitagliptin"
"BN","Sodium Ferric Gluconate Complex"
"BN","Sodium Polystyrene Sulfonate"
"BN","Sorafenib"
"BN","Spinosad"
"BN","Spironolactone"
"BN","Stavudine"
"BN","Sucralfate"
"BN","SulfADIAZINE"
"BN","SulfaSALAzine"
"BN","Sulfamethoxazole"
"BN","SulfiSOXAZOLE"
"BN","Sulindac"
"BN","Sumatriptan"
"BN","Tadalafil"
"BN","Tamoxifen"
"BN","Tasimelteon"
"BN","Tavaborole"
"BN","Tazarotene"
"BN","Telmisartan"
"BN","Temazepam"
"BN","Temozolomide"
"BN","Temsirolimus"
"BN","Terazosin"
"BN","Terconazole"
"BN","Teriflunomide"
"BN","Teriparatide"
"BN","Testosterone"
"BN","Tetanus Toxoid"
"BN","Tetanus Toxoid Adsorbed"
"BN","Tetrabenazine"
"BN","Tetracaine"
"BN","Theophylline Anhydrous"
"BN","Thiabendazole"
"BN","Thiotepa"
"BN","Thiothixene"
"BN","Thrombin"
"BN","Tigecycline"
"BN","Tinidazole"
"BN","Tiopronin"
"BN","Tirofiban"
"BN","Tobramycin"
"BN","Tolazamide"
"BN","Tolcapone"
"BN","Tolvaptan"
"BN","Topotecan"
"BN","Torsemide"
"BN","Trandolapril"
"BN","Tranexamic Acid"
"BN","Travoprost"
"BN","Treprostinil"
"BN","Tretinoin"
"BN","Triamcinolone"
"BN","Triamcinolone Acetonide"
"BN","Triamterene"
"BN","Triazolam"
"BN","Trifluridine"
"BN","Trimethoprim"
"BN","Tropicamide"
"BN","Ursodiol"
"BN","Valproic Acid"
"BN","Valsartan"
"BN","Vancomycin"
"BN","Vandetanib"
"BN","Varenicline"
"BN","Vecuronium"
"BN","Vigabatrin"
"BN","VinBLAStine"
"BN","VinCRIStine"
"BN","Vitamin A"
"BN","Vitamin B-12"
"BN","Vitamin B12"
"BN","Vitamin C"
"BN","Vitamin D2"
"BN","Vitamin D3"
"BN","Vitamin K1"
"BN","Voriconazole"
"BN","Zafirlukast"
"BN","Zaleplon"
"BN","Zidovudine"
"BN","Zileuton"
"BN","Zolmitriptan"
"BN","Zonisamide"
"GN","ALPRAZolam"
"GN","ALfentanil"
"GN","ARIPiprazole"
"GN","BUPivacaine"
"GN","C1 esterase inhibitor, human"
"GN","CARBOplatin"
"GN","CISplatin"
"GN","DACTINomycin"
"GN","DAPTOmycin"
"GN","DAUNOrubicin"
"GN","DOBUTamine"
"GN","DOPamine"
"GN","DOXOrubicin"
"GN","DULoxetine"
"GN","EPINEPHrine"
"GN","FLUoxetine"
"GN","HYDROXYprogesterone"
"GN","HYDROcodone"
"GN","HYDROmorphone"
"GN","IDArubicin"
"GN","ISOtretinoin"
"GN","LEVOleucovorin"
"GN","LORazepam"
"GN","NIFEdipine"
"GN","OLANZapine"
"GN","OXcarbazepine"
"GN","PACLitaxel"
"GN","PARoxetine"
"GN","PAZOPanib"
"GN","PEMEtrexed"
"GN","PONATinib"
"GN","PRALAtrexate"
"GN","Prussian blue"
"GN","QUEtiapine"
"GN","RABEprazole"
"GN","ROPivacaine"
"GN","SITagliptin"
"GN","SORAfenib"
"GN","SUFentanil"
"GN","SUMAtriptan"
"GN","SUNItinib"
"GN","TOLAZamide"
"GN","ZOLMitriptan"
"GN","aMILoride"
"GN","abacavir"
"GN","abaloparatide"
"GN","abatacept"
"GN","abemaciclib"
"GN","abiraterone"
"GN","abobotulinumtoxinA"
"GN","abrocitinib"
"GN","acalabrutinib"
"GN","acarbose"
"GN","acebutolol"
"GN","acetaZOLAMIDE"
"GN","acetohydroxamic acid"
"GN","acetylcysteine"
"GN","acitretin"
"GN","aclidinium"
"GN","acrivastine"
"GN","acyclovir"
"GN","adalimumab"
"GN","adefovir"
"GN","adenosine"
"GN","aducanumab"
"GN","afatinib"
"GN","agalsidase beta"
"GN","albendazole"
"GN","albumin human"
"GN","albuterol"
"GN","aldesleukin"
"GN","alectinib"
"GN","alemtuzumab"
"GN","alfuzosin"
"GN","alglucosidase alfa"
"GN","alirocumab"
"GN","aliskiren"
"GN","allopurinol"
"GN","almotriptan"
"GN","alogliptin"
"GN","alosetron"
"GN","alprostadil"
"GN","amLODIPine"
"GN","amantadine"
"GN","ambrisentan"
"GN","amifampridine"
"GN","amikacin"
"GN","aminocaproic acid"
"GN","aminolevulinic acid"
"GN","amiodarone"
"GN","amisulpride"
"GN","amitriptyline"
"GN","amoxapine"
"GN","amphetamine"
"GN","amphotericin B"
"GN","ampicillin"
"GN","amprenavir"
"GN","anagrelide"
"GN","anakinra"
"GN","anastrozole"
"GN","angiotensin II"
"GN","anidulafungin"
"GN","anifrolumab"
"GN","anti-inhibitor coagulant complex"
"GN","anti-thymocyte globulin (rabbit)"
"GN","antivenin (black widow spider)"
"GN","apixaban"
"GN","apomorphine"
"GN","apremilast"
"GN","aprepitant"
"GN","aprotinin"
"GN","arformoterol"
"GN","argatroban"
"GN","artemether"
"GN","articaine"
"GN","ascorbic acid"
"GN","asenapine"
"GN","asfotase alfa"
"GN","aspirin"
"GN","atazanavir"
"GN","atenolol"
"GN","atezolizumab"
"GN","atogepant"
"GN","atomoxetine"
"GN","atorvastatin"
"GN","atovaquone"
"GN","atracurium"
"GN","atropine"
"GN","avacincaptad pegol"
"GN","avacopan"
"GN","avalglucosidase alfa"
"GN","avanafil"
"GN","avapritinib"
"GN","avelumab"
"GN","avibactam"
"GN","axicabtagene ciloleucel"
"GN","axitinib"
"GN","azaCITIDine"
"GN","azaTHIOprine"
"GN","azilsartan"
"GN","azithromycin"
"GN","aztreonam"
"GN","baclofen"
"GN","balsalazide"
"GN","baricitinib"
"GN","barium sulfate"
"GN","basiliximab"
"GN","bazedoxifene"
"GN","beclomethasone"
"GN","bedaquiline"
"GN","belatacept"
"GN","belimumab"
"GN","belinostat"
"GN","belzutifan"
"GN","bempedoic acid"
"GN","benazepril"
"GN","bendamustine"
"GN","bendroflumethiazide"
"GN","benralizumab"
"GN","benzoic acid"
"GN","benzonatate"
"GN","benzphetamine"
"GN","benztropine"
"GN","beractant"
"GN","berotralstat"
"GN","betaine"
"GN","betamethasone"
"GN","betaxolol"
"GN","bethanechol"
"GN","bevacizumab"
"GN","bexagliflozin"
"GN","bexarotene"
"GN","bicalutamide"
"GN","bisacodyl"
"GN","bismuth subsalicylate"
"GN","bisoprolol"
"GN","bivalirudin"
"GN","bleomycin"
"GN","blinatumomab"
"GN","bortezomib"
"GN","bosutinib"
"GN","botulinum toxin type A"
"GN","bremelanotide"
"GN","brentuximab vedotin"
"GN","brexanolone"
"GN","brexpiprazole"
"GN","brigatinib"
"GN","brodalumab"
"GN","bromfenac"
"GN","bromocriptine"
"GN","buPROPion"
"GN","budesonide"
"GN","bumetanide"
"GN","buprenorphine"
"GN","busulfan"
"GN","butalbital"
"GN","butorphanol"
"GN","cabazitaxel"
"GN","cabergoline"
"GN","cabotegravir"
"GN","cabozantinib"
"GN","caffeine"
"GN","calaspargase pegol"
"GN","calcitriol"
"GN","calfactant"
"GN","candesartan"
"GN","cangrelor"
"GN","capecitabine"
"GN","capmatinib"
"GN","captopril"
"GN","carBAMazepine"
"GN","carbinoxamine"
"GN","carbon dioxide"
"GN","carboprost"
"GN","carfilzomib"
"GN","carglumic acid"
"GN","cariprazine"
"GN","carisoprodol"
"GN","carmustine"
"GN","carteolol"
"GN","carvedilol"
"GN","casimersen"
"GN","caspofungin"
"GN","ceFAZolin"
"GN","cefOXitin"
"GN","cefTRIAXone"
"GN","cefdinir"
"GN","cefditoren"
"GN","cefepime"
"GN","cefiderocol"
"GN","cefoTEtan"
"GN","cefotaxime"
"GN","cefpodoxime"
"GN","cefprozil"
"GN","ceftaroline"
"GN","ceftibuten"
"GN","ceftizoxime"
"GN","ceftolozane"
"GN","cefuroxime"
"GN","celecoxib"
"GN","cellulose sodium phosphate"
"GN","ceritinib"
"GN","cerliponase alfa"
"GN","certolizumab"
"GN","cetirizine"
"GN","cetrorelix"
"GN","cetuximab"
"GN","cevimeline"
"GN","chlorambucil"
"GN","chloramphenicol"
"GN","chlordiazePOXIDE"
"GN","chloroprocaine"
"GN","chloroquine"
"GN","chlorothiazide"
"GN","chlorpheniramine"
"GN","chlorproMAZINE"
"GN","chlorthalidone"
"GN","chlorzoxazone"
"GN","cholecalciferol"
"GN","cholestyramine"
"GN","cholic acid"
"GN","cilastatin"
"GN","cilostazol"
"GN","cimetidine"
"GN","cinacalcet"
"GN","ciprofloxacin"
"GN","cisatracurium"
"GN","citalopram"
"GN","cladribine"
"GN","clarithromycin"
"GN","clevidipine"
"GN","clidinium"
"GN","clindamycin"
"GN","cloBAZam"
"GN","cloNIDine"
"GN","cloZAPine"
"GN","clofarabine"
"GN","clomiPHENE"
"GN","clomiPRAMINE"
"GN","clonazePAM"
"GN","clopidogrel"
"GN","clotrimazole"
"GN","coagulation factor IX"
"GN","cobicistat"
"GN","cobimetinib"
"GN","colchicine"
"GN","colesevelam"
"GN","colestipol"
"GN","colistimethate"
"GN","collagenase clostridium histolyticum"
"GN","conivaptan"
"GN","conjugated estrogens"
"GN","copanlisib"
"GN","copper cu 64 dotatate"
"GN","corticotropin"
"GN","cortisone"
"GN","cosyntropin"
"GN","crizanlizumab"
"GN","crizotinib"
"GN","crofelemer"
"GN","cromolyn"
"GN","cyanocobalamin"
"GN","cycloSPORINE"
"GN","cyclobenzaprine"
"GN","cysteamine"
"GN","cytarabine"
"GN","cytomegalovirus immune globulin"
"GN","dabigatran"
"GN","dabrafenib"
"GN","dacarbazine"
"GN","dalbavancin"
"GN","dalfampridine"
"GN","dalteparin"
"GN","danazol"
"GN","dantrolene"
"GN","dapagliflozin"
"GN","dapsone"
"GN","daratumumab"
"GN","darbepoetin alfa"
"GN","daridorexant"
"GN","darifenacin"
"GN","darunavir"
"GN","dasiglucagon"
"GN","decitabine"
"GN","deferasirox"
"GN","deferiprone"
"GN","deferoxamine"
"GN","deflazacort"
"GN","degarelix"
"GN","delafloxacin"
"GN","demeclocycline"
"GN","denosumab"
"GN","deoxycholic acid"
"GN","desflurane"
"GN","desipramine"
"GN","desirudin"
"GN","desloratadine"
"GN","desmopressin"
"GN","desogestrel"
"GN","desvenlafaxine"
"GN","deucravacitinib"
"GN","dexAMETHasone"
"GN","dexlansoprazole"
"GN","dexmedeTOMIDine"
"GN","dexmethylphenidate"
"GN","dexrazoxane"
"GN","dextran, low molecular weight"
"GN","dextroamphetamine"
"GN","dextromethorphan"
"GN","diazePAM"
"GN","dichlorphenamide"
"GN","diclofenac"
"GN","dicloxacillin"
"GN","dicyclomine"
"GN","didanosine"
"GN","dienogest"
"GN","diethylpropion"
"GN","difelikefalin"
"GN","difenoxin"
"GN","diflunisal"
"GN","digoxin"
"GN","dihydrocodeine"
"GN","dihydroergotamine"
"GN","dilTIAZem"
"GN","dimercaprol"
"GN","dinutuximab"
"GN","diphenhydrAMINE"
"GN","diphenoxylate"
"GN","diphtheria toxoid"
"GN","dipyridamole"
"GN","disopyramide"
"GN","disulfiram"
"GN","dofetilide"
"GN","dolasetron"
"GN","dolutegravir"
"GN","donepezil"
"GN","doravirine"
"GN","dornase alfa"
"GN","dostarlimab"
"GN","doxapram"
"GN","doxazosin"
"GN","doxepin"
"GN","doxercalciferol"
"GN","doxycycline"
"GN","doxylamine"
"GN","droNABinol"
"GN","droPERidol"
"GN","dronedarone"
"GN","drospirenone"
"GN","dulaglutide"
"GN","dupilumab"
"GN","durlobactam"
"GN","durvalumab"
"GN","dutasteride"
"GN","ePHEDrine"
"GN","ecallantide"
"GN","eculizumab"
"GN","edoxaban"
"GN","efavirenz"
"GN","efgartigimod alfa"
"GN","eflapegrastim"
"GN","elacestrant"
"GN","elagolix"
"GN","elbasvir"
"GN","eletriptan"
"GN","eliglustat"
"GN","elosulfase alfa"
"GN","elotuzumab"
"GN","eltrombopag"
"GN","eluxadoline"
"GN","elvitegravir"
"GN","emapalumab"
"GN","empagliflozin"
"GN","emtricitabine"
"GN","enalapril"
"GN","enasidenib"
"GN","enfuvirtide"
"GN","enoxaparin"
"GN","entacapone"
"GN","enzalutamide"
"GN","epiRUBicin"
"GN","eplerenone"
"GN","epoetin alfa"
"GN","epoetin beta-methoxy polyethylene glycol"
"GN","epoprostenol"
"GN","eprosartan"
"GN","eptifibatide"
"GN","eptinezumab"
"GN","eravacycline"
"GN","erdafitinib"
"GN","ergocalciferol"
"GN","ergotamine"
"GN","eriBULin"
"GN","erlotinib"
"GN","ertapenem"
"GN","erythromycin"
"GN","escitalopram"
"GN","esmolol"
"GN","esomeprazole"
"GN","estazolam"
"GN","estetrol"
"GN","estradiol"
"GN","estramustine"
"GN","etanercept"
"GN","etelcalcetide"
"GN","eteplirsen"
"GN","ethacrynic acid"
"GN","ethambutol"
"GN","ethinyl estradiol"
"GN","ethiodized oil"
"GN","ethionamide"
"GN","ethosuximide"
"GN","ethynodiol"
"GN","etodolac"
"GN","etomidate"
"GN","etonogestrel"
"GN","etoposide"
"GN","etravirine"
"GN","everolimus"
"GN","evinacumab"
"GN","evolocumab"
"GN","exemestane"
"GN","exenatide"
"GN","ezetimibe"
"GN","famciclovir"
"GN","famotidine"
"GN","febuxostat"
"GN","felbamate"
"GN","felodipine"
"GN","fenofibrate"
"GN","fenofibric acid"
"GN","fenoldopam"
"GN","fenoprofen"
"GN","fentaNYL"
"GN","ferumoxides"
"GN","ferumoxytol"
"GN","fexinidazole"
"GN","fexofenadine"
"GN","fidaxomicin"
"GN","filgrastim"
"GN","finasteride"
"GN","finerenone"
"GN","fingolimod"
"GN","flavoxATE"
"GN","flecainide"
"GN","florbetaben F-18"
"GN","florbetapir F-18"
"GN","flotufolastat F-18"
"GN","floxuridine"
"GN","fluPHENAZine"
"GN","fluciclovine F-18"
"GN","fluconazole"
"GN","flucytosine"
"GN","fludarabine"
"GN","fludeoxyglucose F-18"
"GN","flumazenil"
"GN","fluorescein"
"GN","fluoroestradiol F 18"
"GN","fluorouracil"
"GN","fluoxymesterone"
"GN","flurazepam"
"GN","flurbiprofen"
"GN","flutamide"
"GN","flutemetamol F-18"
"GN","fluticasone"
"GN","fluvastatin"
"GN","fluvoxaMINE"
"GN","follicle stimulating hormone"
"GN","fomepizole"
"GN","fondaparinux"
"GN","formoterol"
"GN","fosaprepitant"
"GN","foscarnet"
"GN","fosdenopterin"
"GN","fosinopril"
"GN","frovatriptan"
"GN","fulvestrant"
"GN","furosemide"
"GN","futibatinib"
"GN","gadobutrol"
"GN","gadodiamide"
"GN","gadoteridol"
"GN","galantamine"
"GN","gallium Ga-68 PSMA-11"
"GN","galsulfase"
"GN","ganaxolone"
"GN","ganciclovir"
"GN","ganirelix"
"GN","gefitinib"
"GN","gemcitabine"
"GN","gemfibrozil"
"GN","gemifloxacin"
"GN","gemtuzumab ozogamicin"
"GN","gentamicin"
"GN","givosiran"
"GN","glasdegib"
"GN","glecaprevir"
"GN","glimepiride"
"GN","glipiZIDE"
"GN","glucagon"
"GN","glucarpidase"
"GN","glucono-delta-lactone"
"GN","glyBURIDE"
"GN","glycerin"
"GN","golimumab"
"GN","golodirsen"
"GN","goserelin"
"GN","granisetron"
"GN","griseofulvin"
"GN","guaiFENesin"
"GN","guanFACINE"
"GN","guanabenz"
"GN","guselkumab"
"GN","haloperidol"
"GN","heparin"
"GN","hepatitis B immune globulin"
"GN","hetastarch"
"GN","histrelin"
"GN","homatropine"
"GN","hydrALAZINE"
"GN","hydrOXYzine"
"GN","hydroCHLOROthiazide"
"GN","hydrocortisone"
"GN","hydroflumethiazide"
"GN","hydroxocobalamin"
"GN","hydroxychloroquine"
"GN","hydroxyethyl starch"
"GN","hydroxyurea"
"GN","ibalizumab"
"GN","ibrexafungerp"
"GN","ibritumomab tiuxetan"
"GN","ibrutinib"
"GN","ibuprofen"
"GN","ibutilide"
"GN","icatibant"
"GN","idaruCIZUmab"
"GN","idelalisib"
"GN","idursulfase"
"GN","ifosfamide"
"GN","iloperidone"
"GN","iloprost"
"GN","imatinib"
"GN","imiglucerase"
"GN","imipramine"
"GN","inFLIXimab"
"GN","indapamide"
"GN","indium chloride In-111"
"GN","indium oxyquinoline In-111"
"GN","indium pentetreotide In-111"
"GN","indocyanine green"
"GN","indomethacin"
"GN","inebilizumab"
"GN","inotersen"
"GN","inotuzumab ozogamicin"
"GN","insulin"
"GN","insulin aspart"
"GN","insulin degludec"
